PropertyClass,ZoningCategory,RoadAccessLength,LandArea,RoadType,PlotShape,LandElevation,UtilityAccess,PlotConfiguration,LandSlope,District,NearbyTransport1,NearbyTransport2,PropertyType,HotelStyle,RoofDesign,RoofMaterial,ExteriorPrimary,ExteriorSecondary,FacadeArea,ExteriorQuality,ExteriorCondition,FoundationType,BasementHeight,BasementCondition,BasementExposure,BasementFacilityType1,BasementFacilityType2,BasementUnfinishedSF,BasementTotalSF,HeatingType,HeatingQuality,CentralAC,ElectricalSystem,LowQualityArea,UsableArea,GuestRooms,Kitchens,KitchenQuality,TotalRooms,PropertyFunctionality,Lounges,ParkingType,ParkingConstructionYear,ParkingFinish,ParkingCapacity,ParkingQuality,ParkingCondition,DrivewayType,SwimmingPoolArea,ExtraFacilityValue,MonthSold,YearSold,DealType,DealCondition,HotelValue,TotalOutdoorArea,TotalSF,TotalBaths,OverallScore,Age,YearsSinceRemodel,Qual_x_GroundSF
20,RL,79.0,9541,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,268.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1502,1502,GasA,Ex,Y,SBrkr,0,1502,3,1,Gd,7,Typ,0,Attchd,2009.0,RFn,2,TA,TA,Y,0,0,9,2009,New,Partial,233170.0,114,2260,2.0,6.0,0,0,10514
20,RL,70.0,8544,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,1228,1228,GasA,Gd,Y,SBrkr,0,1228,3,1,Gd,6,Typ,0,Attchd,1966.0,Unf,1,TA,TA,Y,0,0,6,2008,WD,Normal,149350.0,65,1564,1.5,5.5,42,2,6140
40,RL,60.0,12144,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,0.0,Gd,TA,CBlock,TA,TA,No,Rec,Unf,457,832,GasA,Gd,Y,SBrkr,232,1268,3,1,TA,6,Typ,1,Attchd,1949.0,Unf,1,TA,TA,Y,0,0,9,2009,WD,Normal,133000.0,28,1352,1.0,6.0,60,59,5180
30,RL,67.0,5604,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,Stucco,Stucco,0.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,396,864,GasA,TA,N,FuseA,0,864,2,1,TA,5,Typ,0,None,,None,0,None,None,Y,0,0,4,2008,WD,Normal,98000.0,96,960,2.0,5.5,83,58,4320
20,RL,79.0,10240,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,157.0,TA,Gd,CBlock,Gd,TA,No,BLQ,LwQ,0,1686,GasA,TA,Y,SBrkr,0,1686,3,1,TA,7,Typ,1,Attchd,1980.0,Unf,2,TA,TA,Y,0,0,5,2006,WD,Normal,207500.0,515,2813,3.0,6.0,26,26,10116
20,RL,70.0,9991,Pave,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,0.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,165,1281,GasA,Ex,Y,SBrkr,0,1620,3,1,TA,8,Min1,1,Attchd,1993.0,Unf,2,TA,TA,Y,0,0,6,2009,WD,Normal,150000.0,198,2308,3.0,4.0,33,16,6480
85,RL,70.0,7252,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,Hip,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,CBlock,Gd,TA,Av,GLQ,Unf,173,858,GasA,TA,Y,SBrkr,0,858,2,1,TA,5,Typ,0,Detchd,1983.0,Unf,2,TA,TA,Y,0,0,4,2009,WD,Normal,134900.0,120,1554,2.0,5.0,27,27,4290
20,FV,60.0,7200,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,Gd,No,Unf,Unf,1293,1293,GasA,Ex,Y,SBrkr,0,1301,2,1,Gd,5,Typ,1,Attchd,2006.0,RFn,2,TA,TA,Y,0,0,8,2006,New,Partial,187750.0,337,2210,3.0,6.0,0,0,9107
20,RL,128.0,12160,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,90.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,481,1505,GasA,Ex,Y,SBrkr,0,1505,2,1,TA,6,Typ,1,Attchd,1953.0,RFn,2,TA,TA,Y,0,0,2,2009,WD,Normal,149500.0,0,2010,2.0,5.0,56,56,9030
20,RL,71.0,9353,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,864,864,GasA,Gd,Y,SBrkr,0,864,3,1,TA,5,Typ,0,Attchd,1972.0,Unf,1,TA,TA,Y,0,0,7,2006,Oth,Abnorml,116050.0,0,1144,1.0,4.5,36,36,3456
90,RL,64.0,7018,Pave,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,SFoyer,Gable,CompShg,Plywood,Plywood,275.0,TA,TA,CBlock,Gd,TA,Av,GLQ,Unf,0,1086,GasA,TA,Y,SBrkr,0,1224,2,2,TA,6,Typ,2,Detchd,1979.0,Unf,2,TA,TA,Y,0,0,6,2009,WD,Alloca,153337.0,120,1872,3.0,5.0,30,30,6120
20,RL,70.0,13284,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,PosN,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Plywood,0.0,TA,TA,PConc,Gd,TA,Mn,BLQ,Unf,319,1383,GasA,TA,Y,SBrkr,0,1383,3,1,TA,6,Typ,1,Attchd,1954.0,Unf,1,TA,TA,Y,0,0,6,2008,WD,Normal,165000.0,627,2364,2.0,5.0,54,54,6915
20,RL,60.0,6600,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,Gd,CBlock,TA,TA,No,ALQ,Unf,175,816,GasA,Ex,Y,SBrkr,0,816,3,1,Gd,5,Typ,1,Attchd,1982.0,Unf,1,TA,TA,Y,0,0,10,2008,WD,Normal,130500.0,0,1080,1.5,7.0,26,0,4080
90,RM,78.0,7060,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,SFoyer,Gable,CompShg,VinylSd,VinylSd,200.0,TA,Gd,PConc,Gd,Gd,Gd,GLQ,Unf,35,1344,GasA,Ex,Y,SBrkr,0,1344,2,2,TA,8,Typ,0,Attchd,1997.0,Fin,4,TA,TA,Y,0,0,11,2008,WD,Alloca,206300.0,0,2128,4.0,6.0,11,10,9408
160,FV,34.0,3604,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,689,689,GasA,Ex,Y,SBrkr,0,1392,2,1,Gd,5,Typ,0,Detchd,2007.0,Unf,2,TA,TA,Y,0,0,2,2008,WD,Abnorml,146000.0,102,2034,2.0,6.0,1,1,4921
20,RL,80.0,8892,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,66.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,1065,1065,GasA,Gd,Y,SBrkr,0,1065,3,1,TA,6,Typ,0,Detchd,1974.0,Unf,2,TA,TA,Y,0,0,7,2007,COD,Normal,126500.0,74,1600,1.5,5.0,47,47,5325
50,RL,53.0,5362,Pave,Reg,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Shng,0.0,TA,TA,PConc,TA,TA,No,Unf,Unf,661,661,GasA,Ex,Y,SBrkr,0,1250,3,1,TA,8,Typ,1,Detchd,1985.0,Unf,2,TA,TA,Y,0,0,11,2007,WD,Normal,139000.0,323,2125,2.0,5.5,97,4,3305
190,RM,33.0,4456,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,Gable,CompShg,MetalSd,MetalSd,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,736,736,GasA,Gd,Y,SBrkr,0,1452,2,3,TA,8,Typ,0,None,,None,0,None,None,N,0,0,6,2009,New,Partial,113000.0,102,1554,2.0,4.5,89,1,2944
50,RL,60.0,9600,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Artery,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,572,572,Grav,Fa,N,FuseF,0,1096,2,1,TA,5,Typ,0,None,,None,0,None,None,N,0,0,4,2008,WD,Normal,79000.0,136,1232,1.0,5.5,84,58,3432
20,FV,95.0,11639,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,CemntBd,CmentBd,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1428,1428,GasA,Ex,Y,SBrkr,0,1428,3,1,Gd,6,Typ,0,Attchd,2007.0,Fin,2,TA,TA,Y,0,0,12,2008,New,Partial,182000.0,120,2028,2.0,6.0,1,0,9996
60,RL,70.0,8000,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,0.0,TA,TA,PConc,Gd,TA,No,GLQ,Unf,554,773,GasA,Gd,Y,SBrkr,0,1658,3,1,TA,8,Typ,1,Attchd,1995.0,Fin,2,TA,TA,Y,0,0,6,2008,WD,Normal,188000.0,308,2397,3.5,5.5,13,12,4638
20,RL,60.0,7200,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,0.0,TA,TA,CBlock,TA,TA,No,ALQ,BLQ,317,864,GasA,Gd,Y,SBrkr,0,864,3,1,Gd,5,Typ,0,Detchd,1980.0,RFn,2,TA,TA,Y,0,0,7,2007,WD,Normal,129000.0,194,1778,2.0,6.5,57,5,4320
190,RH,70.0,7082,Pave,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,2fmCon,2Story,Gable,CompShg,VinylSd,VinylSd,0.0,TA,TA,PConc,TA,TA,Mn,Unf,Unf,686,686,GasA,Gd,Y,SBrkr,0,1928,5,2,TA,10,Typ,0,None,,None,0,None,None,N,0,0,7,2006,WD,Normal,160000.0,228,2156,2.0,6.5,90,11,4740
20,RL,80.0,8400,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,237.0,Gd,Gd,CBlock,TA,TA,No,Unf,Unf,1319,1319,GasA,TA,Y,SBrkr,0,1537,3,1,Gd,7,Typ,1,Attchd,1962.0,RFn,2,TA,TA,Y,0,0,7,2008,COD,Abnorml,174000.0,36,2035,2.5,7.5,46,3,9222
60,RL,58.0,14054,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,879,879,GasA,Ex,Y,SBrkr,0,1863,4,1,Gd,9,Typ,1,BuiltIn,2006.0,Fin,3,TA,TA,Y,0,0,11,2006,New,Partial,219210.0,117,2640,2.5,6.0,0,0,6153
60,FV,85.0,11003,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,160.0,Ex,TA,PConc,Ex,TA,Av,GLQ,Unf,252,1017,GasA,Ex,Y,SBrkr,0,2007,3,1,Ex,10,Typ,1,Attchd,2008.0,Fin,3,TA,TA,Y,0,0,4,2009,WD,Normal,310000.0,220,3039,3.5,7.5,1,1,10260
20,RL,72.0,11846,Pave,IR1,HLS,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,562.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,Unf,225,1792,GasA,Ex,Y,SBrkr,0,1792,2,1,Ex,6,Typ,1,Attchd,2003.0,Fin,3,TA,TA,Y,0,0,8,2006,WD,Normal,374000.0,255,2921,3.0,7.0,3,2,16128
30,RM,60.0,8520,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,Gd,TA,CBlock,TA,TA,No,Unf,Unf,968,968,GasA,TA,Y,SBrkr,0,968,2,1,TA,5,Typ,0,Detchd,1935.0,Unf,2,Fa,TA,N,0,0,7,2007,WD,Normal,100000.0,184,1632,1.0,5.5,84,1,4840
60,RL,70.0,11029,Pave,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,PosA,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,220.0,TA,TA,CBlock,TA,TA,Mn,BLQ,Unf,435,1054,GasA,TA,Y,SBrkr,0,2654,4,1,Gd,9,Typ,1,Attchd,1968.0,Unf,2,TA,TA,Y,0,0,8,2006,WD,Normal,250000.0,287,3560,3.5,6.5,38,22,9072
80,RL,70.0,10246,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,Gable,CompShg,VinylSd,VinylSd,0.0,TA,Gd,CBlock,TA,Gd,Av,GLQ,Unf,0,648,GasA,Ex,Y,SBrkr,0,960,0,1,TA,3,Typ,0,Attchd,1965.0,Unf,1,TA,TA,Y,0,0,5,2006,WD,Normal,145000.0,88,1412,1.5,6.5,41,5,3840
60,RL,105.0,13693,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,772.0,Ex,TA,PConc,Gd,TA,Av,Unf,Unf,2153,2153,GasA,Ex,Y,SBrkr,0,2643,3,1,Ex,9,Typ,1,BuiltIn,2006.0,Fin,3,TA,TA,Y,0,0,3,2007,WD,Normal,380000.0,498,3835,2.5,7.0,1,1,18621
120,RM,44.0,3842,Pave,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,Hip,CompShg,CemntBd,CmentBd,174.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,Unf,221,1594,GasA,Ex,Y,SBrkr,0,1646,2,1,Gd,5,Typ,1,Attchd,2004.0,Fin,2,TA,TA,Y,0,0,1,2008,WD,Normal,275000.0,336,2464,3.5,6.5,4,3,13168
20,RL,70.0,11200,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Shng,85.0,Gd,TA,CBlock,Gd,TA,No,GLQ,Unf,40,1298,GasA,TA,Y,SBrkr,0,1298,3,1,Gd,5,Typ,1,Attchd,1985.0,Unf,2,TA,TA,Y,0,0,5,2006,WD,Normal,180000.0,191,1892,3.0,5.5,21,21,7788
20,RL,64.0,10475,Pave,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,72.0,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,1694,1694,GasA,Ex,Y,SBrkr,0,1694,3,1,Gd,7,Typ,0,Attchd,2008.0,RFn,3,TA,TA,Y,0,0,2,2010,WD,Normal,245350.0,193,2663,2.0,6.5,2,2,13552
20,RL,70.0,12772,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,0.0,TA,Gd,CBlock,TA,TA,Mn,BLQ,Unf,460,958,GasA,TA,Y,SBrkr,0,958,2,1,TA,5,Typ,0,Attchd,1960.0,RFn,1,TA,TA,Y,0,15500,4,2007,WD,Normal,151500.0,0,1259,1.0,7.0,47,9,5748
85,RL,69.0,10205,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SFoyer,Gable,CompShg,MetalSd,MetalSd,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,Unf,141,925,GasA,TA,Y,SBrkr,0,999,3,1,TA,6,Typ,0,Attchd,1962.0,Unf,1,TA,TA,Y,0,0,5,2006,WD,Normal,134500.0,222,1521,2.0,5.0,44,44,4995
50,RL,54.0,6342,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1.5Fin,Gable,CompShg,VinylSd,VinylSd,0.0,TA,Gd,CBlock,TA,TA,No,Unf,Unf,780,780,GasA,Gd,N,SBrkr,0,1020,2,1,TA,6,Typ,0,None,,None,0,None,None,N,0,0,5,2010,WD,Normal,94000.0,176,1196,1.0,6.5,135,14,3900
60,FV,70.0,7500,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,281,814,GasA,Ex,Y,SBrkr,0,1674,3,1,Gd,7,Typ,0,Attchd,2000.0,RFn,2,TA,TA,Y,0,0,1,2010,WD,Normal,216000.0,96,2433,3.5,6.0,10,10,5698
20,RL,91.0,10437,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,660.0,Gd,Gd,PConc,Gd,TA,Gd,GLQ,Unf,413,2109,GasA,Ex,Y,SBrkr,0,2113,2,1,Gd,7,Typ,1,Attchd,1995.0,Fin,3,TA,TA,Y,0,0,8,2008,WD,Normal,350000.0,282,3234,3.5,7.0,13,13,16904
60,RL,70.0,12046,Pave,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,Gable,CompShg,Plywood,Plywood,298.0,TA,TA,CBlock,TA,TA,No,LwQ,Unf,692,848,GasA,TA,Y,SBrkr,0,2030,4,1,Gd,8,Typ,1,Attchd,1976.0,Fin,2,TA,TA,Y,0,0,6,2007,WD,Normal,195000.0,224,2805,2.5,6.0,31,31,6708
160,RL,75.0,10762,Pave,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,TwnhsE,2Story,Gable,CompShg,Plywood,Plywood,0.0,TA,TA,CBlock,Gd,TA,No,Unf,Unf,626,626,GasA,TA,Y,SBrkr,0,1217,3,1,TA,6,Typ,1,Attchd,1980.0,RFn,1,TA,TA,Y,0,0,4,2009,WD,Normal,120000.0,28,1533,1.5,6.0,29,29,3756
60,RL,70.0,9375,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,149.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1284,1284,GasA,Ex,Y,SBrkr,0,2169,3,1,Gd,7,Typ,1,Attchd,2002.0,RFn,2,TA,TA,Y,0,0,8,2007,WD,Normal,228500.0,279,3095,2.5,6.5,5,5,10272
20,RL,71.0,9204,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,0.0,TA,TA,CBlock,TA,TA,No,BLQ,Rec,247,1144,GasA,TA,Y,SBrkr,0,1144,3,1,TA,6,Typ,0,Detchd,1962.0,Unf,1,TA,TA,Y,0,0,8,2008,COD,Normal,124000.0,88,1568,2.5,5.0,45,45,5720
120,RL,43.0,3182,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,14.0,Gd,TA,PConc,Gd,Gd,No,GLQ,Unf,1330,1346,GasA,Ex,Y,SBrkr,0,1504,2,1,Gd,7,Typ,1,Attchd,2005.0,Fin,2,TA,TA,Y,0,0,5,2008,WD,Normal,191000.0,176,2117,2.0,6.0,3,2,10528
20,RL,78.0,10140,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,99.0,TA,TA,CBlock,TA,TA,No,ALQ,LwQ,0,1040,GasA,Fa,Y,SBrkr,0,1309,3,1,Gd,5,Typ,1,Attchd,1974.0,RFn,2,TA,TA,Y,648,0,1,2006,WD,Normal,181000.0,265,2058,2.5,6.0,32,7,7854
50,RL,60.0,9060,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,WdShing,Wd Shng,0.0,TA,TA,BrkTil,TA,TA,Mn,Rec,Unf,356,560,GasA,TA,Y,SBrkr,0,1258,2,1,TA,6,Typ,0,Detchd,1939.0,Unf,1,TA,TA,P,0,0,10,2009,WD,Normal,105000.0,0,1538,1.0,5.5,70,59,4188
20,RL,70.0,12342,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,978,978,GasA,TA,Y,SBrkr,0,1422,3,1,TA,6,Min1,1,Attchd,1960.0,RFn,1,TA,TA,Y,0,600,8,2007,WD,Normal,139900.0,36,1744,1.0,5.0,47,29,7110
20,RL,75.0,9750,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,243.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,834,1442,GasA,Gd,Y,SBrkr,0,1442,4,1,TA,7,Typ,0,Attchd,1958.0,RFn,1,TA,TA,Y,0,500,4,2007,COD,Normal,157900.0,275,2018,1.5,6.0,49,49,8652
50,RL,70.0,11767,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,0.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,416,768,GasA,Ex,Y,SBrkr,0,1200,3,1,TA,6,Typ,0,Detchd,1946.0,Unf,1,TA,TA,Y,0,0,5,2008,WD,Normal,130500.0,0,1440,1.0,5.5,62,13,3840
60,RL,70.0,8121,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,0.0,TA,TA,PConc,Gd,TA,No,Unf,Unf,953,953,GasA,Ex,Y,SBrkr,0,1664,3,1,TA,7,Typ,1,Attchd,2000.0,RFn,2,TA,TA,Y,0,0,1,2006,WD,Normal,172400.0,140,2264,2.5,5.5,6,6,5718
80,RL,60.0,7134,Pave,Reg,Bnk,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,SLvl,Gable,CompShg,MetalSd,MetalSd,0.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,0,384,GasA,TA,Y,SBrkr,0,1360,3,1,TA,6,Min1,1,Detchd,1962.0,Unf,2,TA,TA,Y,0,0,2,2007,WD,Normal,130000.0,50,1982,1.0,5.0,52,52,6800
60,RL,74.0,9056,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Ex,Gd,Av,Unf,Unf,707,707,GasA,Ex,Y,SBrkr,0,1414,3,1,Gd,6,Typ,1,Attchd,2004.0,Fin,2,TA,TA,Y,0,0,10,2006,WD,Normal,178000.0,135,1952,2.5,6.5,2,2,5656
20,RL,70.0,9790,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,1Story,Gable,CompShg,BrkFace,Wd Sdng,0.0,TA,TA,CBlock,TA,TA,No,Rec,LwQ,491,1372,GasA,TA,Y,SBrkr,0,1342,3,1,TA,7,Typ,1,Attchd,1967.0,Unf,2,TA,TA,Y,0,0,9,2009,WD,Normal,161500.0,197,1996,2.0,5.5,42,42,8052
190,RM,65.0,7800,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,2fmCon,1.5Fin,Gable,CompShg,MetalSd,MetalSd,0.0,TA,TA,CBlock,Gd,TA,Mn,Rec,Unf,286,793,GasA,TA,Y,SBrkr,0,1118,3,1,TA,5,Typ,1,Detchd,1939.0,Unf,2,TA,TA,Y,0,0,5,2006,WD,Normal,119900.0,271,1799,2.0,6.0,67,56,3965
70,RL,80.0,16560,Pave,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,BrkTil,Gd,TA,No,Rec,Unf,449,952,GasA,TA,Y,SBrkr,0,2345,4,1,TA,9,Typ,1,Detchd,1932.0,Unf,2,TA,TA,Y,0,0,7,2006,WD,Normal,239000.0,0,2705,2.5,7.0,74,56,7020
20,RL,105.0,11751,Pave,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,Plywood,Plywood,480.0,TA,TA,CBlock,Gd,TA,No,BLQ,Unf,1139,1844,GasA,Ex,Y,SBrkr,0,1844,3,1,TA,7,Typ,1,Attchd,1977.0,RFn,2,TA,TA,Y,0,0,1,2010,COD,Normal,190000.0,122,2512,2.0,6.0,33,33,11064
160,RM,21.0,1680,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,Gable,CompShg,HdBoard,HdBoard,232.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,96,483,GasA,TA,Y,SBrkr,0,987,2,1,TA,4,Typ,0,Detchd,1971.0,Unf,1,TA,TA,Y,0,0,7,2008,COD,Abnorml,85400.0,0,1251,1.5,5.5,37,37,2898
20,RL,70.0,10603,Pave,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,28.0,TA,TA,PConc,TA,TA,Mn,ALQ,Unf,410,1610,GasA,Gd,Y,SBrkr,0,1610,3,1,Gd,6,Typ,2,Attchd,1977.0,RFn,2,TA,TA,Y,0,0,2,2010,WD,Normal,205000.0,236,2326,3.0,6.5,33,9,9660
20,RL,71.0,9187,Pave,Reg,Bnk,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,0.0,TA,Gd,PConc,TA,TA,No,ALQ,Unf,748,1084,GasA,TA,Y,SBrkr,0,1080,3,1,TA,5,Typ,0,Attchd,1983.0,Unf,2,TA,TA,Y,0,0,6,2007,WD,Normal,134000.0,278,1842,1.5,5.5,24,24,6480
60,RL,70.0,11207,Pave,IR1,HLS,AllPub,FR2,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,0.0,TA,TA,PConc,Gd,TA,Av,GLQ,Unf,88,802,GasA,Gd,Y,SBrkr,0,1511,3,1,TA,8,Typ,1,Attchd,1997.0,Fin,2,TA,TA,Y,0,0,6,2006,WD,Normal,185000.0,170,2094,3.5,5.5,9,9,4812
